EVENT_ID,CZ_NAME_STR,BEGIN_LOCATION,BEGIN_DATE,BEGIN_TIME,EVENT_TYPE,MAGNITUDE,TOR_F_SCALE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,STATE_ABBR,CZ_TIMEZONE,MAGNITUDE_TYPE,EPISODE_ID,CZ_TYPE,CZ_FIPS,WFO,INJURIES_INDIRECT,DEATHS_INDIRECT,SOURCE,FLOOD_CAUSE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_AZIMUTH,END_LOCATION,END_DATE,END_TIME,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EVENT_NARRATIVE,EPISODE_NARRATIVE,ABSOLUTE_ROWNUMBER
853438,ST. LOUIS CO.,KABETOGAMA,07/17/2019,1849,Tornado, ,EF1,0,0,0,0,MN,CST-6, ,142063,C,137,DLH,0,0,NWS Storm Survey, ,3.43,600,7,NNE,10,NNE,KABETOGAMA,07/17/2019,1906,48.5411,-92.9993,48.5729,-92.9418,"A damage survey of a tornado within Voyageurs National Park has |been completed and confirmed a tornado from approximately Locator |Lake, approximately 6.4 miles north of Kabetogama, to Marion Bay |on Rainy Lake, approximately 9.2 miles north-northeast of |Kabetogama. The tornado likely extended farther northeast across |Rainy Lake and possibly into Canada, so the length of this tornado|should be considered an estimate. The end point location is |estimated from video of the tornado moving over Rainy Lake. This |survey was completed using photos and videos from Voyageurs |National Park, the public, and business owners in the region. Very|special thanks to Voyageurs National Park for sharing aerial |images of the damage path which was critical to assessing the |path, width, and severity of this tornado.","A series of thunderstorms developed within an environment favorable for tornadoes across northeast Minnesota. Storms developed in northern Minnesota and moved east-northeasterly, eventually crossing into Ontario. Several supercell thunderstorms were observed which produced heavy rainfall, hail, damaging straight-line winds and several tornadoes.",199
853439,ST. LOUIS CO.,ORR PUBLIC ARPT,07/17/2019,1901,Tornado, ,EF1,0,0,0,0,MN,CST-6, ,142063,C,137,DLH,0,0,NWS Storm Survey, ,5.73,420,2,S,4,E,GLENDALE,07/17/2019,1916,47.996,-92.8542,48.0314,-92.7422,"The supercell which produced the Gheen Hill tornado began north |of Togo in far southeast Koochiching County. It traveled toward |the east-northeast and gradually organized. Sporadic straight-line|wind damage was observed a few miles northwest of Gheen and west |of US Highway 53. The tornado developed 1 mile west of US-53 and |tracked toward the east-northeast. We received several photographs|from a spotter who observed the tornado north of Gheen Hill |before it crossed US-53. The tornado crossed Rice Lake and |strengthened to low-end EF-1 intensity shortly after. The tornado |continued east-northeastward across the easternmost portion of |Johnson Road. It weakened and dissipated just to the east of an |ATV trail northwest of Gheen. Aside from the few spotter photos of|this tornado, high-resolution satellite imagery was critical to |assessing the location, path, width, and peak intensity of this |tornado. We are very grateful to the spotter who provided the only|known photos of this tornado. Additional help in identifying this|tornado's path was provided by a private sector meteorologist from Grand|Rapids, MN. This supercell thunderstorm would go on to produce |the Carlson Lake tornado.","A series of thunderstorms developed within an environment favorable for tornadoes across northeast Minnesota. Storms developed in northern Minnesota and moved east-northeasterly, eventually crossing into Ontario. Several supercell thunderstorms were observed which produced heavy rainfall, hail, damaging straight-line winds and several tornadoes.",200
853440,ST. LOUIS CO.,ORR,07/17/2019,1923,Tornado, ,EF0,0,0,0,0,MN,CST-6, ,142063,C,137,DLH,0,0,NWS Storm Survey, ,5.72,500,7,E,3,SSW,BUYCK,07/17/2019,1937,48.0519,-92.6779,48.0795,-92.5612,"The supercell which produced the Gheen Hill tornado continued to |move toward the east-northeast and a second mesocyclone developed |a short time after the Gheen Hill tornado dissipated. The Carlson |Lake tornado developed approximately 500 yards west of the Elbow |River and six-tenths of a mile north of the western end of Ban |Lake. The tornado tracked toward the northeast producing sporadic |EF-0 damage to trees. The tornado turned due east approximately |one mile west of Carlson Lake and intensified. The tornado produced|a swath of EF-1 damage, which was a maximum of 300 yards wide and|passed over Carlson Lake. Tree damage corresponding to high-end |EF-1 wind speeds was noted over much of this area. The tornado |turned toward the northeast after crossing Carlson Lake and |crossed over Elbow Lake Forest Road before gradually weakening. |The tornado dissipated shortly after crossing Shuster Road. We are|very grateful for the help identifying this tornado's path |provided by a private meteorologist in Grand Rapids, MN. High-|resolution satellite imagery was critical to assessing the |location, path, width, and peak intensity of this tornado.","A series of thunderstorms developed within an environment favorable for tornadoes across northeast Minnesota. Storms developed in northern Minnesota and moved east-northeasterly, eventually crossing into Ontario. Several supercell thunderstorms were observed which produced heavy rainfall, hail, damaging straight-line winds and several tornadoes.",201
843558,WINONA CO.,RIDGEWAY,07/18/2019,2133,Tornado, ,EF0,0,0,15000,0,MN,CST-6, ,140070,C,169,ARX,0,0,Emergency Manager, ,0.27,20,3,ENE,3,SSW,PICKWICK,07/18/2019,2134,43.9355,-91.5095,43.9368,-91.5044,"A brief tornado occurred east of Witoka. The tornado touched down on a ridge top and damaged a house and some trees before dissipating before crossing County Road 7.","Several rounds of thunderstorms moved across southeast Minnesota during the late evening of July 18th into the early morning of July 19th. As the initial round of storms moved through, a brief tornado touched down east of Witoka (Winona County). The tornado damaged a house and numerous trees. These storms dropped between 3 and 5 inches of rain across portions of Winona and Houston Counties. Runoff from this heavy rain caused a mudslide to occur near Pickwick (Winona County) with a rock slide occurring near Winona (Winona County).",202
835215,MCLEOD CO.,BISCAY,07/28/2019,1417,Tornado, ,EF0,0,0,0,0,MN,CST-6, ,138567,C,85,MPX,0,0,NWS Storm Survey, ,3.99,200,3,SW,1,NNE,BISCAY,07/28/2019,1426,44.8053,-94.3299,44.843,-94.2683,"An EF0 tornado developed 3 miles southwest of Biscay and tracked northeast to just north of Biscay, Minnesota before dissipating. Corn was flattened along the path and some trees were uprooted near Minnesota Highway 22, and 150th Street. The maximum wind speed was estimated at 85 mph.","Several severe storms developed in a highly sheared environment. Instability was adequate enough to cause a few of the storms to become tornadic near Silver Lake, and around Forest Lake, and Scandia during the afternoon of Sunday, July 28th. ||A storm survey found a total of six tornadoes. These surveys indicated an EF1 tornado formed near Silver Lake, and another between Forest Lake, north of Scandia, and into southern Chicago County. ||The worst damage occurred along Bone Lake near Scandia, where very large trees were uprooted or blown down. Some of the trees caused significant damage to lake homes on Bone Lake.",203
835216,MCLEOD CO.,SOUTH SILVER LAKE,07/28/2019,1432,Tornado, ,EF0,0,0,0,0,MN,CST-6, ,138567,C,85,MPX,0,0,NWS Storm Survey, ,0.28,25,2,SSE,2,SSE,SOUTH SILVER LAKE,07/28/2019,1433,44.8555,-94.1804,44.8591,-94.1829,"A brief EF0 tornado spun up southeast of Silver Lake and produced a little damage to some trees.","Several severe storms developed in a highly sheared environment. Instability was adequate enough to cause a few of the storms to become tornadic near Silver Lake, and around Forest Lake, and Scandia during the afternoon of Sunday, July 28th. ||A storm survey found a total of six tornadoes. These surveys indicated an EF1 tornado formed near Silver Lake, and another between Forest Lake, north of Scandia, and into southern Chicago County. ||The worst damage occurred along Bone Lake near Scandia, where very large trees were uprooted or blown down. Some of the trees caused significant damage to lake homes on Bone Lake.",204
835219,MCLEOD CO.,SOUTH SILVER LAKE,07/28/2019,1436,Tornado, ,EF1,0,0,0,0,MN,CST-6, ,138567,C,85,MPX,0,0,NWS Storm Survey, ,2.63,440,2,E,2,SSW,SHERMAN,07/28/2019,1442,44.8828,-94.1691,44.9155,-94.1416,"An EF1 tornado spun up southeast of Silver Lake and quickly became 1/4 mile wide (440 yards), as it tracked northeast across Highway 7 before dissipating 3 miles east-northeast of Silver Lake. Corn was flattened, a few outbuildings were destroyed, and many trees were damaged.","Several severe storms developed in a highly sheared environment. Instability was adequate enough to cause a few of the storms to become tornadic near Silver Lake, and around Forest Lake, and Scandia during the afternoon of Sunday, July 28th. ||A storm survey found a total of six tornadoes. These surveys indicated an EF1 tornado formed near Silver Lake, and another between Forest Lake, north of Scandia, and into southern Chicago County. ||The worst damage occurred along Bone Lake near Scandia, where very large trees were uprooted or blown down. Some of the trees caused significant damage to lake homes on Bone Lake.",205
835225,WASHINGTON CO.,SCANDIA,07/28/2019,1528,Tornado, ,EF1,0,0,1500000,10000,MN,CST-6, ,138567,C,163,MPX,0,0,NWS Storm Survey, ,4.4,440,4,W,3,NNW,SCANDIA,07/28/2019,1536,45.2478,-92.902,45.2963,-92.8433,"An EF1 tornado spun up on the southwest side of Sylvan Lake and continued northeast in a broken path through Bone Lake, and moved into Chisago County on 240th Street North, east of Morgan Avenue. The path length was approximately 4.4 miles across Washington County, with a maximum width of 440 yards. The worst damage occurred on Bone Lake where numerous large trees were uprooted or blown down. Some roof damage was noted, but most of the trees fell away from homes. Other damage along the path was associated with flattened corn, tree damage, a storage shed that had its roof blown off, and damage to a solar panel farm.","Several severe storms developed in a highly sheared environment. Instability was adequate enough to cause a few of the storms to become tornadic near Silver Lake, and around Forest Lake, and Scandia during the afternoon of Sunday, July 28th. ||A storm survey found a total of six tornadoes. These surveys indicated an EF1 tornado formed near Silver Lake, and another between Forest Lake, north of Scandia, and into southern Chicago County. ||The worst damage occurred along Bone Lake near Scandia, where very large trees were uprooted or blown down. Some of the trees caused significant damage to lake homes on Bone Lake.",206
835226,CHISAGO CO.,LINDSTROM,07/28/2019,1536,Tornado, ,EF1,0,0,500000,0,MN,CST-6, ,138567,C,25,MPX,0,0,NWS Storm Survey, ,3.76,250,6,S,4,SSW,SHAFER,07/28/2019,1547,45.2963,-92.8433,45.3364,-92.791,"This is the continuation path of the Washington County tornado that moved into Chisago County on 240th Street North, east of Morgan Avenue. This EF1 tornado continued for approximately another 3.8 miles before dissipating north of a farm that was damaged on 268th Street. Along the path in Chisago County, the tornado damaged a farm shed, uprooted numerous trees, damaged an outdoor wedding venue near Highway 25, and destroyed an outbuilding before dissipating. Maximum winds were estimated at 90 mph, with a width of 250 yards in Chisago County.","Several severe storms developed in a highly sheared environment. Instability was adequate enough to cause a few of the storms to become tornadic near Silver Lake, and around Forest Lake, and Scandia during the afternoon of Sunday, July 28th. ||A storm survey found a total of six tornadoes. These surveys indicated an EF1 tornado formed near Silver Lake, and another between Forest Lake, north of Scandia, and into southern Chicago County. ||The worst damage occurred along Bone Lake near Scandia, where very large trees were uprooted or blown down. Some of the trees caused significant damage to lake homes on Bone Lake.",207
851684,COTTONWOOD CO.,WINDOM,08/10/2019,1706,Tornado, ,EF0,0,0,0,0,MN,CST-6, ,141869,C,33,FSD,0,0,Emergency Manager, ,1.42,50,0,W,1,ENE,WINDOM,08/10/2019,1714,43.8698,-95.1275,43.8749,-95.1003,"A weak tornado spun up and touched down on the west side of Windom, MN near the corner of 13th Street and River Road where it flipped a small pop-up camper.  The tornado tracked northeastward toward the fairgrounds for approximately four city blocks, where it damaged the roof of a barn.  The tornado then made a slightly more eastward turn, causing damage to trees moving along 15th and 16th Streets.  A small metal shed was displaced and small corn crib along Highway 60 holding aluminum cans for recycling was tipped over.  The tornado uprooted a tree near the western shore of Cottonwood Lake, and the tornado was seen travelling over the lake by Cottonwood County Deputies before dissipation.  The average path width was 30 yards.","A weak surface boundary, along with weak flow through the near surface layer, contributed to a quick spin up as a storm intensified near Windom, MN.",208
835026,MARTIN CO.,FAIRMONT ARPT,08/10/2019,1736,Tornado, ,EF0,0,0,0,0,MN,CST-6, ,138827,C,91,MPX,0,0,Storm Chaser, ,0.02,25,3,SSE,3,SSE,FAIRMONT ARPT,08/10/2019,1737,43.61,-94.41,43.6099,-94.4097,"A storm chaser was 5 miles southeast of Fairmont, and reported a brief touchdown 1 mile northwest of his location in an open field. No damage was reported, but it appeared visually to have been weak.","During the late afternoon of Saturday, August 10th, isolated thunderstorms developed in southwest Minnesota. These storms moved into an area of a highly sheared environment, but weak instability. However, due to boundary layer winds backing ahead of these storms, a brief tornado developed southeast of Fairmont. No damage occurred as it touched down in an open field.",209
837734,OTTER TAIL CO.,HENNING ARPT,08/13/2019,1325,Tornado, ,EF0,0,0,0,10000,MN,CST-6, ,139289,C,111,FGF,0,0,Law Enforcement, ,0.25,100,1,SSW,1,SSW,HENNING ARPT,08/13/2019,1325,46.28,-95.44,46.28,-95.44,"A tornado touched down near the Henning airport and tracked southeast for roughly a quarter of a mile across a cut hay field. The tornado threw hay onto power lines and across a portion of county road 134. Peak winds were estimated at 70 mph.","A surface low tracked through west central Minnesota during the afternoon of August 13th. Thunderstorms rotated around the low, and one produced a weak tornado near Henning.",210
835504,STEELE CO.,LEMOND,08/13/2019,1524,Tornado, ,EF0,0,0,1000,0,MN,CST-6, ,138918,C,147,MPX,0,0,Storm Chaser, ,5.89,25,1,ESE,2,NNW,ELLENDALE,08/13/2019,1534,43.9761,-93.3639,43.8991,-93.3131,"Multiple storms chasers, spotters and citizens filmed and photographed this tornado. It mostly moved across fields, and there was minor damage to one soybean field. It blew a portable hoop barn across a field. There was a two mile gap in the middle of its path where it did not appear to be in contact with the ground, but video and pictures show the parent funnel cloud remained consistently evident.","During the afternoon of Tuesday, August 13th, severe storms developed along a line of instability across central, and southern Minnesota. Spotters and storm chasers video taped numerous funnel clouds across southern Minnesota>  Three of these funnel clouds briefly touched the ground, but no damage was reported. Some corn was flattened on one of the touchdowns near Ellendale. Some of the storms in the afternoon did produce large hail in Dakota County where ping pong size hail was reported near New Trier.",211
835503,DAKOTA CO.,CASTLE ROCK,08/13/2019,1603,Tornado, ,EF0,0,0,0,0,MN,CST-6, ,138918,C,37,MPX,0,0,Trained Spotter, ,0.32,25,2,NE,2,NE,CASTLE ROCK,08/13/2019,1604,44.5721,-93.1216,44.5726,-93.1151,"A trained spotter filmed a brief touchdown.  It moved across a tree line, uprooting a few trees and breaking large branches. No other damage was reported.","During the afternoon of Tuesday, August 13th, severe storms developed along a line of instability across central, and southern Minnesota. Spotters and storm chasers video taped numerous funnel clouds across southern Minnesota>  Three of these funnel clouds briefly touched the ground, but no damage was reported. Some corn was flattened on one of the touchdowns near Ellendale. Some of the storms in the afternoon did produce large hail in Dakota County where ping pong size hail was reported near New Trier.",212
851809,MURRAY CO.,HADLEY,08/17/2019,2154,Tornado, ,EF1,0,0,200000,0,MN,CST-6, ,141891,C,101,FSD,0,0,NWS Storm Survey, ,3.94,75,2,WSW,2,NE,HADLEY,08/17/2019,2201,43.9877,-95.8831,44.0258,-95.8253,"The tornado formed around 2 miles west-southwest of Hadley, moving northeast through a farmstead shortly after touchdown and damaging trees and partially removing a roof from a metal outbuilding. After crossing Minnesota Highway 30, the tornado struck another farm, causing destruction of a barn, and resulting in damage to the house including blowing in a door and driving a 2x4 through the siding. The tornado reached Hadley three minutes after touchdown. Two garages were destroyed in town, along with damage to numerous trees. One final structure was grazed by the tornado just northeast of Hadley, blowing in the door and damaging the roof of a metal outbuilding. The tornado lifted around 2 miles northeast of Hadley after crossing 121st Street and damaging a power transmission pole. The average path width was 75 yards.","As a strong upper level wave pushed into the western Dakotas during the evening hours, isolated supercellular storms developed across central South Dakota and moved through areas west of the James River. With 2000-2500 J/kg of MLCAPE and deep layer shear of 35 to 45 knots, the isolated storms produced hail up to golf ball size. Soon, an increasing amount of DCAPE of 1000-1250 J/kg and increase in 0-3 km shear with development of a strong low-level jet aided in the transition to enhanced linear structures, which then developed a series of mesovortices as the line moved into far eastern South Dakota, southwest Minnesota and northwest Iowa. Several brief tornadoes developed with mesovortices in southwest Minnesota and northwest Iowa, along with areas of enhanced wind damage.",213
851811,MURRAY CO.,IONA,08/17/2019,2159,Tornado, ,EF0,0,0,0,0,MN,CST-6, ,141891,C,101,FSD,0,0,NWS Storm Survey, ,0.79,50,1,S,1,SE,IONA,08/17/2019,2201,43.9071,-95.7834,43.9141,-95.7707,"The tornado touched down a half mile south of Iona near the intersection of 140th Avenue and 41st Street, flattening a path across a corn field.  The tornado traveled northeast, and crossed 46th Street just east of Iona.  Near the end of its path, the tornado snapped three trees and topped several headstones in a cemetery. The average path width was 40 yards.","As a strong upper level wave pushed into the western Dakotas during the evening hours, isolated supercellular storms developed across central South Dakota and moved through areas west of the James River. With 2000-2500 J/kg of MLCAPE and deep layer shear of 35 to 45 knots, the isolated storms produced hail up to golf ball size. Soon, an increasing amount of DCAPE of 1000-1250 J/kg and increase in 0-3 km shear with development of a strong low-level jet aided in the transition to enhanced linear structures, which then developed a series of mesovortices as the line moved into far eastern South Dakota, southwest Minnesota and northwest Iowa. Several brief tornadoes developed with mesovortices in southwest Minnesota and northwest Iowa, along with areas of enhanced wind damage.",214
851815,NOBLES CO.,READING,08/17/2019,2159,Tornado, ,EF0,0,0,10000,0,MN,CST-6, ,141891,C,105,FSD,0,0,NWS Storm Survey, ,4.01,40,1,NW,4,NE,READING,08/17/2019,2203,43.7162,-95.7486,43.7291,-95.6705,"A brief tornado spun up a mile and a half northwest of Reading, uprooting a tree and taking down several other branches. While most of the damage along the path toward the east-northeast was to trees and crops, one house had some minor damage with removal of a section of roofing material.  The average path width was 40 yards.","As a strong upper level wave pushed into the western Dakotas during the evening hours, isolated supercellular storms developed across central South Dakota and moved through areas west of the James River. With 2000-2500 J/kg of MLCAPE and deep layer shear of 35 to 45 knots, the isolated storms produced hail up to golf ball size. Soon, an increasing amount of DCAPE of 1000-1250 J/kg and increase in 0-3 km shear with development of a strong low-level jet aided in the transition to enhanced linear structures, which then developed a series of mesovortices as the line moved into far eastern South Dakota, southwest Minnesota and northwest Iowa. Several brief tornadoes developed with mesovortices in southwest Minnesota and northwest Iowa, along with areas of enhanced wind damage.",215
851823,MURRAY CO.,CURRIE,08/17/2019,2208,Tornado, ,EF0,0,0,25000,0,MN,CST-6, ,141891,C,101,FSD,0,0,NWS Storm Survey, ,0.93,50,6,WNW,5,WNW,CURRIE,08/17/2019,2210,44.1095,-95.7834,44.1102,-95.7653,"The track of this tornado followed generally eastward along 181st Street between 140th and 150th Avenues. The tornado started with a slight south of east track, flattening corn and damaging trees in a shelter belt.  The tornado then began to move more eastward, striking and destroying an old barn around a quarter mile from the touchdown point.  The remainder of the track was across cornfields, crossing north of 181st Street before lifting.  The average path width was 40 yards.","As a strong upper level wave pushed into the western Dakotas during the evening hours, isolated supercellular storms developed across central South Dakota and moved through areas west of the James River. With 2000-2500 J/kg of MLCAPE and deep layer shear of 35 to 45 knots, the isolated storms produced hail up to golf ball size. Soon, an increasing amount of DCAPE of 1000-1250 J/kg and increase in 0-3 km shear with development of a strong low-level jet aided in the transition to enhanced linear structures, which then developed a series of mesovortices as the line moved into far eastern South Dakota, southwest Minnesota and northwest Iowa. Several brief tornadoes developed with mesovortices in southwest Minnesota and northwest Iowa, along with areas of enhanced wind damage.",216
851828,MURRAY CO.,CURRIE,08/17/2019,2214,Tornado, ,EF0,0,0,50000,0,MN,CST-6, ,141891,C,101,FSD,0,0,NWS Storm Survey, ,1.15,50,6,NW,6,NW,CURRIE,08/17/2019,2216,44.1313,-95.7583,44.1423,-95.7421,"This brief tornado touched down around a mile south of Lake Sarah in an open corn field, leaving a discernible track. Two small outbuildings were damaged as the tornado moved to the northeast, with mainly minor damage to metal roofing panels. The tornado crossed U.S. Highway 59, turning a bit more northward in track before damaging the final farm outbuilding and lifting shortly thereafter. The average path width was 30 yards.","As a strong upper level wave pushed into the western Dakotas during the evening hours, isolated supercellular storms developed across central South Dakota and moved through areas west of the James River. With 2000-2500 J/kg of MLCAPE and deep layer shear of 35 to 45 knots, the isolated storms produced hail up to golf ball size. Soon, an increasing amount of DCAPE of 1000-1250 J/kg and increase in 0-3 km shear with development of a strong low-level jet aided in the transition to enhanced linear structures, which then developed a series of mesovortices as the line moved into far eastern South Dakota, southwest Minnesota and northwest Iowa. Several brief tornadoes developed with mesovortices in southwest Minnesota and northwest Iowa, along with areas of enhanced wind damage.",217
851830,COTTONWOOD CO.,WINDOM,08/17/2019,2225,Tornado, ,EF0,0,0,0,0,MN,CST-6, ,141891,C,33,FSD,0,0,Public, ,0.51,20,7,W,7,W,WINDOM,08/17/2019,2226,43.86,-95.2617,43.8661,-95.2566,"The brief tornado spun up around 7 miles west of Windom, crossing Minnesota Highway 62 near 410th Avenue. Corn was flattened and shredded along the half-mile path toward the north and northeast. The average path width was 10 yards.","As a strong upper level wave pushed into the western Dakotas during the evening hours, isolated supercellular storms developed across central South Dakota and moved through areas west of the James River. With 2000-2500 J/kg of MLCAPE and deep layer shear of 35 to 45 knots, the isolated storms produced hail up to golf ball size. Soon, an increasing amount of DCAPE of 1000-1250 J/kg and increase in 0-3 km shear with development of a strong low-level jet aided in the transition to enhanced linear structures, which then developed a series of mesovortices as the line moved into far eastern South Dakota, southwest Minnesota and northwest Iowa. Several brief tornadoes developed with mesovortices in southwest Minnesota and northwest Iowa, along with areas of enhanced wind damage.",218
840492,MILLE LACS CO.,PAGE,08/26/2019,1743,Tornado, ,EF0,0,0,15000,0,MN,CST-6, ,139666,C,95,MPX,0,0,NWS Storm Survey, ,2.97,50,8,NW,5,NNW,PAGE,08/26/2019,1752,45.9851,-93.7478,45.9655,-93.6928,"A NWS storm survey indicated that an EF-0 tornado touched down along 300th Street, where trees were damaged near a farm and a barn was pushed over. The worst damage occurred at at home along 290th Street where a detached garage was pushed off its foundation. Maximum winds were estimated at 80 mph.","A weak surface trough moved across eastern Minnesota during the late afternoon, and early evening of Monday, August 26th. Storms developed along the weak surface trough and some produced two tornadoes south of Lake Mille Lacs. Surface instability was around 1000 J/kg.  Wind shear parameters were initially not conducive of tornadic storms, but there was an increase in bulk wind shear values during the afternoon when the tornadoes formed.",219
867957,AITKIN CO.,BENNETTVILLE,08/26/2019,1805,Tornado, ,EF0,0,0,0,0,MN,CST-6, ,144571,C,1,DLH,0,0,NWS Storm Survey, ,1.8,30,2,N,2,NE,BENNETTVILLE,08/26/2019,1812,46.4339,-93.7791,46.4172,-93.7501,"The waterspout developed over the northwestern arm of Farm Island Lake east of Johnson's Point and moved to the southeast, passing just offshore of the southwest tip of the point. It then turned a little more easterly and passed near or over the northern tip of First Island and over open water before moving over the southern part of Delicarlia Peninsula. Docks were damaged at this location along with a few boats flipped and tree damage. The waterspout then turned more easterly and moved across Church Camp Bay before reaching shore again, damaging another dock, flipping multiple boats and causing sporadic tree damage. It then turned a but more southeasterly and traveled through a grove of trees and dissipated before reaching US Highway 169.","A few weak thunderstorms developed near Lake Mille Lacs the evening of the 26th ahead of a cold front. While the overall threat of severe storms was low, one of the storms did produce a waterspout over Farm Island Lake that did produce damage along the shore. This storm produced additional funnel clouds, but no other waterspouts or tornadoes were reported.",220
840493,MILLE LACS CO.,MILACA,08/26/2019,1839,Tornado, ,EF1,0,0,200000,0,MN,CST-6, ,139666,C,95,MPX,0,0,NWS Storm Survey, ,2.31,50,2,E,4,ESE,MILACA,08/26/2019,1848,45.7307,-93.5849,45.7156,-93.5423,"A NWS storm survey indicated that an EF-1 tornado touched down in a field just east of Mille Lacs County Road 4, and tracked to the southeast. EF-1 damage occurred along 70th Avenue where a large pole barn was completely destroyed. A nearby home also saw about half of its roof decking lifted off. Dozens of trees were broken or uprooted. The maximum winds were estimated at 90 mph.","A weak surface trough moved across eastern Minnesota during the late afternoon, and early evening of Monday, August 26th. Storms developed along the weak surface trough and some produced two tornadoes south of Lake Mille Lacs. Surface instability was around 1000 J/kg.  Wind shear parameters were initially not conducive of tornadic storms, but there was an increase in bulk wind shear values during the afternoon when the tornadoes formed.",221
842851,WRIGHT CO.,HOWARD LAKE,09/02/2019,2047,Tornado, ,EF1,0,0,250000,0,MN,CST-6, ,140030,C,171,MPX,0,0,NWS Storm Survey, ,1.04,90,2,SW,1,SSW,HOWARD LAKE,09/02/2019,2049,45.0516,-94.1122,45.0508,-94.091,"A brief tornado occurred just southwest of Howard Lake, MN. The tornado damaged 3 properties, with 2 barns heavily damaged and a private residence with shingles ripped off along with numerous trees snapped along the path of the tornado.","A line of strong to severe thunderstorms developed across North Dakota during the afternoon of Monday, September 2nd. This line of storms continued to move southeast across west central, central, and southern Minnesota during the evening. Some parts of the line had bow echo segments and produced a couple of tornadoes. One tornado occurred near Howard Lake, and another east of Watertown, on the western edge of the Twin Cities metro area. There were also numerous reports of straight-line winds up to 70 mph along this bow echo segment, plus several large hail reports. These storms continued to move southeast into portions of west central Wisconsin before weakening.",222
842855,CARVER CO.,WATERTOWN,09/02/2019,2108,Tornado, ,EF0,0,0,25000,0,MN,CST-6, ,140030,C,19,MPX,0,0,NWS Storm Survey, ,1.33,90,3,E,4,ESE,WATERTOWN,09/02/2019,2110,44.9632,-93.7922,44.9568,-93.7665,"A NWS Storm Survey determined an EF0 tornado developed east of Watertown near County Road 20, and moved southeast into Hennepin County, north of Timber Creek Golf Course. Most of the damage was consistent with EF0 damage with numerous trees blown down or uprooted along its path.  The path length in Carver County was 1.3 miles, with a maximum width of 90 yards. The tornado was also confirmed by the MPX radar in real time given the Tornado Debris Signature sampled by the radar.","A line of strong to severe thunderstorms developed across North Dakota during the afternoon of Monday, September 2nd. This line of storms continued to move southeast across west central, central, and southern Minnesota during the evening. Some parts of the line had bow echo segments and produced a couple of tornadoes. One tornado occurred near Howard Lake, and another east of Watertown, on the western edge of the Twin Cities metro area. There were also numerous reports of straight-line winds up to 70 mph along this bow echo segment, plus several large hail reports. These storms continued to move southeast into portions of west central Wisconsin before weakening.",223
842856,HENNEPIN CO.,MINNETRISTA,09/02/2019,2110,Tornado, ,EF1,0,0,250000,0,MN,CST-6, ,140030,C,53,MPX,0,0,NWS Storm Survey, ,2.54,210,3,W,1,W,MINNETRISTA,09/02/2019,2113,44.9568,-93.7665,44.952,-93.7149,"This is the continuation of the Carver County tornado that moved into Hennepin County northeast of Timber Creek Golf Course.  The storm survey determined an EF1 tornado occurred in Hennepin County where trees, crops, and a few machine sheds or outbuildings were damaged or blown down. ||The path length in Hennepin County was 2.5 miles, making the tornado total path length of 3.87 miles. The maximum width in Hennepin County was 210 yards, with a maximum wind speed of 90 mph. ||This tornado was also confirmed by the MPX radar in real time given the Tornado Debris Signature sampled by the radar.","A line of strong to severe thunderstorms developed across North Dakota during the afternoon of Monday, September 2nd. This line of storms continued to move southeast across west central, central, and southern Minnesota during the evening. Some parts of the line had bow echo segments and produced a couple of tornadoes. One tornado occurred near Howard Lake, and another east of Watertown, on the western edge of the Twin Cities metro area. There were also numerous reports of straight-line winds up to 70 mph along this bow echo segment, plus several large hail reports. These storms continued to move southeast into portions of west central Wisconsin before weakening.",224
854183,WINONA CO.,WINONA,09/11/2019,522,Tornado, ,EF1,0,0,175000,0,MN,CST-6, ,142275,C,169,ARX,0,0,NWS Storm Survey, ,0.17,80,1,SSW,1,SSW,WINONA,09/11/2019,523,44.0347,-91.6605,44.036,-91.6577,"A short-lived tornado moved through Woodlawn Cemetery in Winona. The tornado caused extensive damage to trees and gravestones. The roof of a shed was also damaged.","A line of thunderstorms moved across southeast Minnesota during the early morning of September 11th. A tornado was spawned out of the storms in Winona (Winona County) and moved through a cemetery causing extensive damage to trees and gravestones. Trees and power lines were also blown down in other parts of the city.",225
848778,KANABEC CO.,COIN,09/21/2019,1601,Tornado, ,EF0,0,0,0,10000,MN,CST-6, ,141324,C,65,MPX,0,0,Storm Chaser, ,1.23,80,2,NNW,2,NNE,COIN,09/21/2019,1604,45.7518,-93.3108,45.7623,-93.2902,"Two storm chasers documented a tornado that mostly crossed open fields. A NWS storm survey revealed damage to some bean fields as well as about two dozen trees uprooted or broken. No structural damage was noted.","Two storm chasers filmed a tornado in east central Minnesota, in Kanabec County. Earlier, a funnel cloud was documented northeast of St Cloud.",226
